BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Computer Hardware - Purchase,450700,25/02/2020,5100421074,1365,4net Technologies Ltd,116339
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG 2 Year Old Fund,31601,Payment of Grants,470050,09/03/2020,1900524478,2325,A & J Tots to Teens Childcare,113264
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Early Years PVI Settings,32417,Private & Voluntary 3 Year Olds,470100,09/03/2020,1900524606,918,A & J Tots to Teens Childcare,113264
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Special Schools Transport,33208,Statemented - Special Unit Pupil Transpo,300750,06/03/2020,5100422541,747,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Special Schools Transport,33208,Statemented - Special Unit Pupil Transpo,300750,06/03/2020,5100422543,564,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Permanence staff teams,31021,Transport SLA,300400,06/03/2020,5100422544,883.5,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Transport - Adult Social Care,54950,Transport-Snad Cot,300600,06/03/2020,5100422546,900,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Special Schools Transport,33208,Statemented - Special Unit Pupil Transpo,300750,06/03/2020,5100422547,822.9,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 6,31016,Transport SLA,300400,06/03/2020,5100422548,691.7,Abba Cars,105302
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Special Schools Transport,33208,Statemented - Special Unit Pupil Transpo,300750,06/03/2020,5100422549,1410,Abba Cars,105302
